
+-------+--------------+--------------------------------+---------------------------+------------------+-----------+--------------------------+-----------------+-------------------------+------------------------------+------------------->
| dbms  | TABLE_SCHEMA | TABLE_NAME                     | COLUMN_NAME               | ORDINAL_POSITION | DATA_TYPE | CHARACTER_MAXIMUM_LENGTH | CONSTRAINT_TYPE | REFERENCED_TABLE_SCHEMA | REFERENCED_TABLE_NAME        | REFERENCED_COLUMN_>
| mysql | wmagent      | dbsbuffer_location             | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_location             | pnn                       |                2 | varchar   |                      255 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_checksum_type             | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow_output           | workflow_id               |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow_output           | output_identifier         |                2 | varchar   |                      255 | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow_output           | output_fileset            |                3 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow_output           | workflow_id               |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_workflow                | id                >
| mysql | wmagent      | wmbs_workflow_output           | output_fileset            |                3 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_fileset                 | id                >
| mysql | wmagent      | wmbs_workflow_output           | merged_output_fileset     |                4 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_fileset                 | id                >
| mysql | wmagent      | bl_runjob                      | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | bl_runjob                      | retry_count               |                7 | int       |                     NULL | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | bl_runjob                      | wmbs_id                   |                2 | int       |                     NULL | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | bl_runjob                      | wmbs_id                   |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_job                     | id                >
| mysql | wmagent      | bl_runjob                      | sched_status              |                6 | int       |                     NULL | FOREIGN KEY     | wmagent                 | bl_status                    | id                >
| mysql | wmagent      | bl_runjob                      | user_id                   |               10 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_users                   | id                >
| mysql | wmagent      | bl_runjob                      | location                  |                9 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_location                | id                >
| mysql | wmagent      | dbsbuffer_file_runlumi_map     | filename                  |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | dbsbuffer_file               | id                >
| mysql | wmagent      | dbsbuffer_algo_dataset_assoc   | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_algo_dataset_assoc   | algo_id                   |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | dbsbuffer_algo               | id                >
| mysql | wmagent      | dbsbuffer_algo_dataset_assoc   | dataset_id                |                3 | int       |                     NULL | FOREIGN KEY     | wmagent                 | dbsbuffer_dataset            | id                >
| mysql | wmagent      | dbsbuffer_dataset              | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_dataset              | path                      |                2 | varchar   |                      500 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_workers                     | name                      |                2 | varchar   |                      255 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_workers                     | component_id              |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wm_components                | id                >
| mysql | wmagent      | wmbs_file_details              | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_file_details              | lfn                       |                2 | varchar   |                     1250 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_mask                  | LastRun                   |                7 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_mask                  | inclusivemask             |                8 | tinyint   |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_subscription_validation   | valid                     |                3 | tinyint   |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_algo                 | config_content            |                6 | longtext  |               4294967295 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_algo                 | in_dbs                    |                7 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_sub_types                 | priority                  |                3 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_file_runlumi_map          | num_events                |                4 | bigint    |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job                       | state_time                |                5 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job                       | retry_count               |                6 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job                       | couch_record              |                7 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job                       | outcome                   |                9 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_users                     | name_hn                   |                3 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_users                     | owner                     |                4 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_users                     | grp                       |                5 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_workflow             | block_close_max_wait_time |                4 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_workflow             | block_close_max_files     |                5 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_workflow             | block_close_max_events    |                6 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_workflow             | block_close_max_size      |                7 | bigint    |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_workflow             | completed                 |                8 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_checksum_type             | type                      |                2 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | bl_runjob                      | grid_id                   |                3 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | bl_runjob                      | bulk_id                   |                4 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | bl_runjob                      | status                    |                5 | char      |                        1 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | bl_runjob                      | status_time               |                8 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file_runlumi_map     | run                       |                2 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file_runlumi_map     | lumi                      |                3 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file_runlumi_map     | num_events                |                4 | bigint    |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_algo_dataset_assoc   | in_dbs                    |                4 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_dataset              | processing_ver            |                3 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_dataset              | acquisition_era           |                4 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_dataset              | valid_status              |                5 | varchar   |                       20 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_dataset              | global_tag                |                6 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_dataset              | parent                    |                7 | varchar   |                      500 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_dataset              | prep_id                   |                8 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_workers                     | last_updated              |                3 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_workers                     | state                     |                4 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_workers                     | pid                       |                5 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_workers                     | poll_interval             |                6 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_workers                     | last_error                |                7 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_workers                     | cycle_time                |                8 | float     |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_workers                     | outcome                   |                9 | varchar   |                     1000 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_workers                     | error_message             |               10 | varchar   |                     1000 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_file_details              | filesize                  |                3 | bigint    |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_file_details              | events                    |                4 | bigint    |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_file_details              | first_event               |                5 | bigint    |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_file_details              | merged                    |                6 | tinyint   |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
+-------+--------------+--------------------------------+---------------------------+------------------+-----------+--------------------------+-----------------+-------------------------+------------------------------+------------------->
